ResponseId,Risk,Intent,Outcome,RandOrder,age,gender,race/eth,DamPre_1,DamPost_1,DRiskCheck,DIntentCheck,DOutcomeCheck,FirePre_1,FirePost_1,FRiskCheck,FIntentCheck,FOutcomeCheck,DamGNG,FireGNG,OverallGNG,DamOutcomeMatch,FireOutcomeMatch
R_1CpdVeK19fUJFUM,Low,Mitigate,Good,FL_17|FL_23,26,Female,"White, not of Hispanic origin",77,75,1,1,Mitigated,67,65,1,0,Prevented,1,0,0,1,0
R_3HGG0QfgUJZxcU9,High,Mitigate,Bad,FL_23|FL_17,37,Female,"White, not of Hispanic origin",48,20,1,0,Worst,51,50,1,1,Worst,0,1,0,1,1
R_3NVdOiTYKXTxrIj,High,Mitigate,Bad,FL_23|FL_17,34,Male,"White, not of Hispanic origin",51,0,1,1,Worst,58,23,1,1,Worst,1,1,1,1,1
R_sES92iwfwneHEvD,Low,Prevent,Bad,FL_23|FL_17,23,Female,"White, not of Hispanic origin",89,51,1,1,Worst,92,51,1,1,Mitigated,1,1,1,1,0
R_xi5u2wJxoaZ0Jnr,Low,Prevent,Bad,FL_17|FL_23,22,Female,"White, not of Hispanic origin",75,23,1,1,Worst,69,25,0,1,Worst,1,0,0,1,1
R_2zbSxFut2zfAYgc,High,Mitigate,Good,FL_17|FL_23,28,Female,Hispanic,72,53,1,0,Mitigated,92,92,1,1,Mitigated,0,1,0,1,1
R_1l6qUq6MXt7ng9m,High,Mitigate,Bad,FL_23|FL_17,34,Male,"White, not of Hispanic origin,Hispanic",45,33,1,1,Worst,81,81,1,1,Worst,1,1,1,1,1
R_24J0Z9R6sLqZ3Mq,Low,Mitigate,Bad,FL_17|FL_23,55,Female,"White, not of Hispanic origin",61,1,1,1,Worst,82,51,1,1,Worst,1,1,1,1,1
R_Bxhwqim3dzF3GAV,Low,Mitigate,Good,FL_17|FL_23,19,Female,Asian/ Pacific Islander,53,51,1,1,Worst,82,56,1,0,Mitigated,1,0,0,0,1
R_85OX1Qe55JpMwYV,High,Mitigate,Bad,FL_23|FL_17,22,Female,Hispanic,100,38,1,1,Mitigated,70,50,1,1,Mitigated,1,1,1,0,0
R_TwuHrSaTtH659Ml,High,Mitigate,Good,FL_23|FL_17,68,Male,"White, not of Hispanic origin",50,50,1,1,Mitigated,19,50,1,1,Mitigated,1,1,1,1,1
R_2P7oImnRnPSTfA1,Low,Mitigate,Good,FL_23|FL_17,37,Female,"White, not of Hispanic origin",70,51,1,1,Mitigated,74,69,1,1,Mitigated,1,1,1,1,1
R_9oyfY1teyiOVkeB,Low,Mitigate,Bad,FL_17|FL_23,29,Female,"White, not of Hispanic origin",54,24,1,1,Worst,66,35,0,1,Worst,1,0,0,1,1
R_RmDOslhA3nyY4tX,Low,Prevent,Bad,FL_17|FL_23,28,Female,"White, not of Hispanic origin",52,4,1,1,Worst,100,51,1,1,Worst,1,1,1,1,1
R_UX6HCSlElvkAset,Low,Mitigate,Bad,FL_17|FL_23,21,Female,"Black/ African American,White, not of Hispanic origin",50,5,1,1,Worst,88,8,1,1,Worst,1,1,1,1,1
R_3ksUJG5FOY93Qna,High,Mitigate,Good,FL_23|FL_17,27,Male,"White, not of Hispanic origin",25,52,1,1,Mitigated,100,52,1,1,Mitigated,1,1,1,1,1
R_269dbY0H3mYcZPd,Low,Mitigate,Good,FL_23|FL_17,67,Male,"White, not of Hispanic origin",61,50,1,1,Mitigated,61,50,1,1,Prevented,1,1,1,1,0
R_tRkQeiL7pt0lCut,Low,Prevent,Bad,FL_17|FL_23,32,Female,"White, not of Hispanic origin",100,100,1,1,Worst,100,100,1,1,Worst,1,1,1,1,1
R_1eQXeNpJ6up9SgA,Low,Mitigate,Bad,FL_17|FL_23,53,Female,"White, not of Hispanic origin",58,7,0,0,Worst,66,63,1,1,Worst,0,1,0,1,1
R_1j87aP7k1J7w43f,Low,Mitigate,Good,FL_17|FL_23,56,Female,"White, not of Hispanic origin",60,50,1,1,Mitigated,72,50,1,0,Mitigated,1,0,0,1,1
R_1j8nalrnbK96HMw,High,Mitigate,Bad,FL_17|FL_23,29,Female,"Asian/ Pacific Islander,Black/ African American",60,35,1,0,Worst,55,61,1,1,Worst,0,1,0,1,1
R_3mZWfWBuxlODb2b,High,Mitigate,Good,FL_17|FL_23,37,Female,"White, not of Hispanic origin",40,61,1,1,Mitigated,85,77,1,1,Mitigated,1,1,1,1,1
R_u3Mrz79SBpsM7ZL,Low,Prevent,Good,FL_23|FL_17,21,Female,"White, not of Hispanic origin",65,66,1,1,Prevented,92,58,1,1,Prevented,1,1,1,1,1
R_2OMWMK6UOHKYOgo,Low,Mitigate,Bad,FL_17|FL_23,27,Female,"White, not of Hispanic origin",100,0,1,1,Worst,100,0,0,0,Worst,1,0,0,1,1
R_1FkUAULnndmRLkS,High,Mitigate,Bad,FL_17|FL_23,18,Female,Black/ African American,51,9,1,1,Worst,31,7,1,1,Worst,1,1,1,1,1
R_2ttG0QNetZ93mNT,High,Mitigate,Bad,FL_23|FL_17,28,Female,"White, not of Hispanic origin",79,13,1,0,Worst,69,19,1,1,Worst,0,1,0,1,1
R_2bJpd2DDigGeyyK,Low,Prevent,Good,FL_23|FL_17,50,Male,"White, not of Hispanic origin",81,50,1,1,Prevented,65,50,1,1,Prevented,1,1,1,1,1
R_2En9jDDFCPvvlIz,Low,Mitigate,Good,FL_23|FL_17,30,Male,Asian/ Pacific Islander,83,53,1,0,Mitigated,70,51,0,1,Mitigated,0,0,0,1,1
R_2EAFnaHhYr7szCd,High,Mitigate,Good,FL_23|FL_17,33,Male,"White, not of Hispanic origin",41,51,1,1,Mitigated,81,50,1,0,Mitigated,1,0,0,1,1
R_3lWZHFYINYEumrO,Low,Mitigate,Good,FL_23|FL_17,32,Male,"White, not of Hispanic origin",48,50,0,1,Mitigated,100,66,0,1,Mitigated,0,0,0,1,1
R_2UYKV2rl4gkL9xb,Low,Mitigate,Good,FL_17|FL_23,21,Female,"White, not of Hispanic origin",81,50,1,1,Mitigated,71,50,1,1,Mitigated,1,1,1,1,1
R_1f8bpaDGKVLCeHL,High,Mitigate,Bad,FL_17|FL_23,29,Male,Asian/ Pacific Islander,62,19,1,1,Worst,60,24,1,0,Worst,1,0,0,1,1
R_3L6xityyfGIujk1,Low,Prevent,Bad,FL_17|FL_23,47,Female,"White, not of Hispanic origin",69,76,1,1,Mitigated,75,79,0,1,Mitigated,1,0,0,0,0
R_51Mx6ChMLoGASyt,Low,Prevent,Good,FL_23|FL_17,27,Female,"White, not of Hispanic origin,Hispanic",61,61,1,1,Prevented,81,81,1,1,Prevented,1,1,1,1,1
R_WwaStUPtvyaI7p7,Low,Prevent,Good,FL_23|FL_17,32,Female,"White, not of Hispanic origin",71,66,1,1,Prevented,71,61,1,1,Prevented,1,1,1,1,1
R_3D71O2qm4miqU1O,High,Mitigate,Good,FL_23|FL_17,21,Female,"White, not of Hispanic origin",45,46,1,0,Mitigated,29,46,1,1,Mitigated,0,1,0,1,1
R_XCj0Vv4Q7pMv2rT,Low,Mitigate,Good,FL_23|FL_17,25,Male,"White, not of Hispanic origin",92,55,1,1,Mitigated,91,54,1,1,Mitigated,1,1,1,1,1
R_3J3E8L7egNwOix8,Low,Mitigate,Bad,FL_17|FL_23,26,Female,Asian/ Pacific Islander,61,3,1,1,Worst,81,0,1,0,Worst,1,0,0,1,1
R_3JrbCW2QPbMn6mn,Low,Prevent,Good,FL_23|FL_17,19,Female,"White, not of Hispanic origin,Hispanic",81,51,1,1,Prevented,66,68,0,1,Prevented,1,0,0,1,1
R_XiD7cNwq6nYlw0V,Low,Prevent,Good,FL_17|FL_23,29,Female,Asian/ Pacific Islander,93,51,0,1,Prevented,82,50,0,1,Prevented,0,0,0,1,1
R_3JynU8zMibnKji0,Low,Prevent,Bad,FL_17|FL_23,19,Male,"White, not of Hispanic origin",39,3,1,1,Worst,61,8,1,1,Mitigated,1,1,1,1,0
R_2z7HLYCAkdETyQk,High,Mitigate,Good,FL_23|FL_17,40,Female,"White, not of Hispanic origin",67,51,1,0,Mitigated,55,54,1,0,Mitigated,0,0,0,1,1
R_2PdJZ7T3LCgpzjY,Low,Prevent,Good,FL_23|FL_17,44,Male,"White, not of Hispanic origin",68,72,1,1,Prevented,54,58,1,1,Prevented,1,1,1,1,1
R_3HSy5BkSGw4HpFT,Low,Prevent,Bad,FL_23|FL_17,30,Female,"Asian/ Pacific Islander,Black/ African American",57,19,0,1,Worst,78,18,0,1,Mitigated,0,0,0,1,0
R_2sZ5tzJgPINunoY,High,Prevent,Good,FL_17|FL_23,47,Male,"White, not of Hispanic origin",70,71,1,1,Prevented,79,73,0,1,Worst,1,0,0,1,0
R_3rU46Wy4ORuRQrI,Low,Prevent,Bad,FL_17|FL_23,53,Female,"White, not of Hispanic origin",94,100,1,1,Worst,51,100,0,0,Worst,1,0,0,1,1
R_24wMLMo3oHo5NDO,Low,Mitigate,Good,FL_23|FL_17,37,Male,"White, not of Hispanic origin",74,49,1,1,Mitigated,82,59,1,1,Mitigated,1,1,1,1,1
R_1BXBWbaceuh6uPA,High,Mitigate,Good,FL_23|FL_17,44,Female,"White, not of Hispanic origin",74,49,1,0,Prevented,19,11,1,1,Mitigated,0,1,0,0,1
R_6V9AzLq3Bbkvi25,High,Prevent,Bad,FL_17|FL_23,26,Male,"White, not of Hispanic origin",51,21,1,1,Mitigated,54,25,1,1,Worst,1,1,1,0,1
R_1hKCdq1gemFW03G,Low,Prevent,Bad,FL_17|FL_23,37,Male,"White, not of Hispanic origin",50,50,1,1,Worst,100,100,0,1,Worst,1,0,0,1,1
R_2EyqHazYUADPWeb,Low,Mitigate,Bad,FL_17|FL_23,43,Female,"White, not of Hispanic origin",96,30,1,1,Worst,100,35,1,1,Worst,1,1,1,1,1
R_12mAJwM8RdQu2gO,High,Mitigate,Good,FL_23|FL_17,43,Male,"White, not of Hispanic origin",58,60,1,0,Mitigated,51,49,1,1,Mitigated,0,1,0,1,1
R_2zbDQj9VKio1MM6,Low,Mitigate,Good,FL_17|FL_23,25,Male,Asian/ Pacific Islander,68,53,1,1,Mitigated,78,50,0,1,Mitigated,1,0,0,1,1
R_1DTQ1ScigEVVjQQ,High,Mitigate,Bad,FL_17|FL_23,70,Female,"White, not of Hispanic origin",60,50,1,0,Worst,46,37,1,1,Worst,0,1,0,1,1
R_VVkFqJdpkDHjnup,Low,Prevent,Good,FL_23|FL_17,22,Male,Asian/ Pacific Islander,62,64,1,1,Prevented,28,47,0,1,Prevented,1,0,0,1,1
R_2q3GevCjoADgwHD,High,Prevent,Good,FL_23|FL_17,18,Male,"White, not of Hispanic origin",23,49,1,1,Prevented,68,87,1,1,Prevented,1,1,1,1,1
R_AzdlgnFsufBxVM5,High,Mitigate,Bad,FL_23|FL_17,60,Female,"White, not of Hispanic origin",79,71,0,1,Worst,37,52,1,1,Worst,0,1,0,1,1
R_2QlHPeksPX4YTxt,Low,Mitigate,Bad,FL_17|FL_23,71,Female,"White, not of Hispanic origin",50,40,1,0,Worst,21,22,1,1,Worst,0,1,0,1,1
R_beYVJa1pIvKXxlL,High,Mitigate,Good,FL_17|FL_23,33,Male,Asian/ Pacific Islander,51,51,1,1,Mitigated,81,61,1,1,Mitigated,1,1,1,1,1
R_2QJtIc1U70PXeBT,Low,Mitigate,Bad,FL_17|FL_23,20,Male,"Asian/ Pacific Islander,White, not of Hispanic origin",44,60,0,1,Mitigated,61,36,1,0,Prevented,0,0,0,0,0
R_10CbAy47PZIJp2O,Low,Mitigate,Good,FL_17|FL_23,29,Male,"White, not of Hispanic origin",76,50,1,0,Mitigated,71,49,1,1,Mitigated,0,1,0,1,1
R_1M0Ae1ENm01SZCm,High,Prevent,Good,FL_23|FL_17,20,Female,"White, not of Hispanic origin",82,49,1,1,Prevented,56,83,1,0,Mitigated,1,0,0,1,0
R_22FHnWPTIrGM8X5,High,Mitigate,Bad,FL_23|FL_17,29,Male,"White, not of Hispanic origin",30,0,1,0,Worst,100,100,1,1,Worst,0,1,0,1,1
R_3KSzdmZjohXOkhb,Low,Mitigate,Bad,FL_17|FL_23,63,Female,"White, not of Hispanic origin",91,55,1,1,Worst,83,64,1,1,Worst,1,1,1,1,1
R_21jrYeUgd1TUIcl,Low,Mitigate,Good,FL_17|FL_23,25,Female,Asian/ Pacific Islander,12,50,1,1,Mitigated,3,14,0,0,Mitigated,1,0,0,1,1
R_Tj8f3nBGBcSVjZ7,High,Mitigate,Bad,FL_17|FL_23,27,Female,"White, not of Hispanic origin",53,49,1,1,Worst,54,50,1,1,Worst,1,1,1,1,1
R_3lPoqqymSy7Hf0Q,Low,Mitigate,Bad,FL_23|FL_17,24,Female,Asian/ Pacific Islander,67,12,1,0,Worst,38,0,0,1,Mitigated,0,0,0,1,0
R_2ZCj5ixQ4rUyCQs,Low,Prevent,Bad,FL_23|FL_17,20,Female,"White, not of Hispanic origin",35,30,1,1,Worst,27,55,1,1,Worst,1,1,1,1,1
R_3h4w8TV5skIE8MJ,Low,Mitigate,Good,FL_23|FL_17,30,Male,"White, not of Hispanic origin",84,56,1,1,Mitigated,70,55,1,1,Mitigated,1,1,1,1,1
R_3kcwZsMlsbrH1xZ,Low,Prevent,Good,FL_17|FL_23,21,Male,Asian/ Pacific Islander,35,61,1,1,Prevented,50,50,0,1,Prevented,1,0,0,1,1
R_1LtFBvB13OWS62P,High,Prevent,Good,FL_17|FL_23,25,Female,"White, not of Hispanic origin",67,50,1,1,Prevented,92,100,1,1,Prevented,1,1,1,1,1
R_33m2MoBuQzuzLNF,Low,Mitigate,Good,FL_17|FL_23,54,Male,"White, not of Hispanic origin",71,52,1,1,Mitigated,51,52,1,1,Mitigated,1,1,1,1,1
R_1esF0Sdn01rOYHU,Low,Mitigate,Bad,FL_17|FL_23,56,Male,"White, not of Hispanic origin",58,59,1,0,Worst,60,60,1,1,Worst,0,1,0,1,1
R_RyQ6OvKpd6oOtt7,High,Mitigate,Bad,FL_17|FL_23,53,Male,"White, not of Hispanic origin",51,53,0,1,Worst,52,52,1,1,Worst,0,1,0,1,1
R_27IpNPyld43dxaG,High,Prevent,Good,FL_17|FL_23,29,Female,"White, not of Hispanic origin",40,40,1,1,Prevented,50,47,1,1,Prevented,1,1,1,1,1
R_3pbxZjZKPWotbaM,Low,Mitigate,Bad,FL_23|FL_17,45,Female,"White, not of Hispanic origin",79,90,0,0,Mitigated,65,59,0,1,Mitigated,0,0,0,0,0
R_2QKZpimXrAkJXfd,Low,Prevent,Good,FL_17|FL_23,25,Male,"White, not of Hispanic origin",76,50,1,1,Prevented,10,4,1,1,Prevented,1,1,1,1,1
R_XgPhi4ZUGJBQvXr,Low,Prevent,Bad,FL_17|FL_23,57,Male,"White, not of Hispanic origin",61,63,1,1,Worst,58,43,1,0,Worst,1,0,0,1,1
R_3m2kDPWRypjklzm,Low,Prevent,Bad,FL_23|FL_17,29,Male,"White, not of Hispanic origin",80,93,1,1,Worst,70,57,0,1,Worst,1,0,0,1,1
R_1NmrUI3etQdgm78,Low,Prevent,Good,FL_17|FL_23,45,Male,"White, not of Hispanic origin",70,43,1,1,Worst,54,37,1,0,Worst,1,0,0,0,0
R_10YlDEROAIRHg9Y,High,Prevent,Bad,FL_23|FL_17,51,Male,"White, not of Hispanic origin",70,90,1,1,Worst,80,81,1,1,FALSE,1,1,1,1,0
R_3G1YMazwzfWFk8d,Low,Prevent,Bad,FL_17|FL_23,30,Male,"White, not of Hispanic origin",71,9,1,1,Prevented,0,0,0,1,Worst,1,0,0,0,1
R_veuRRSOyspnyP5L,High,Mitigate,Good,FL_17|FL_23,51,Male,"White, not of Hispanic origin",80,99,1,0,Worst,81,71,1,0,Worst,0,0,0,0,0
R_1gMy0cxvCi8IPFt,High,Mitigate,Good,FL_23|FL_17,24,Male,"White, not of Hispanic origin",61,61,1,1,Mitigated,64,65,1,1,Mitigated,1,1,1,1,1
R_20UoZuzx2k0fBN3,High,Mitigate,Bad,FL_17|FL_23,31,Female,"White, not of Hispanic origin",72,0,1,0,Worst,70,0,1,1,Worst,0,1,0,1,1
R_3hfLVqhvXMcQDKb,Low,Mitigate,Bad,FL_17|FL_23,44,Male,"White, not of Hispanic origin",64,22,1,0,Worst,69,30,1,1,Worst,0,1,0,1,1
R_1IsEbCOEf1TFkbD,High,Mitigate,Bad,FL_17|FL_23,54,Male,"White, not of Hispanic origin",64,64,0,0,Worst,67,59,0,1,Worst,0,0,0,1,1
R_2sTlEch2eZzzFv4,Low,Mitigate,Bad,FL_17|FL_23,29,Male,"White, not of Hispanic origin",34,14,1,1,Worst,40,13,1,1,Worst,1,1,1,1,1
R_1LYfQxJP375ii5h,High,Mitigate,Good,FL_17|FL_23,55,Male,"White, not of Hispanic origin",66,59,0,0,Worst,61,67,0,1,Worst,0,0,0,0,0
R_tMoKDCzbMu6rMuB,High,Mitigate,Good,FL_23|FL_17,32,Male,"White, not of Hispanic origin",98,84,1,1,Mitigated,74,99,1,1,Mitigated,1,1,1,1,1
R_3CC5XaRn0g7wqEa,Low,Prevent,Bad,FL_23|FL_17,54,Male,"White, not of Hispanic origin",71,82,0,1,Worst,69,82,0,1,Worst,0,0,0,1,1
R_1djdngorWqRtg5x,Low,Prevent,Good,FL_17|FL_23,19,Female,"White, not of Hispanic origin",71,100,1,1,Prevented,91,80,1,1,Prevented,1,1,1,1,1
R_2YDuGdveiW5DsUc,High,Prevent,Good,FL_17|FL_23,45,Male,Hispanic,72,38,1,1,Mitigated,55,78,1,0,Mitigated,1,0,0,0,0
R_2wRAt7w37pAZw8W,Low,Mitigate,Good,FL_17|FL_23,50,Female,"White, not of Hispanic origin",50,50,1,1,Mitigated,50,50,1,1,Mitigated,1,1,1,1,1
R_2zClvmX1W8rxlqZ,High,Prevent,Good,FL_17|FL_23,39,Male,Hispanic,61,76,1,1,Mitigated,48,41,1,0,Mitigated,1,0,0,0,0
R_1MJUWX1TbTG6niu,High,Prevent,Good,FL_17|FL_23,56,Male,"White, not of Hispanic origin",92,68,1,1,Worst,70,92,1,1,Worst,1,1,1,0,0
R_AoNcvWPKaJJTilr,High,Prevent,Bad,FL_17|FL_23,28,Female,Hispanic,50,13,1,1,Worst,11,18,1,1,Worst,1,1,1,1,1
R_3LjOrGCjAxb3ncV,Low,Mitigate,Bad,FL_17|FL_23,24,Male,"White, not of Hispanic origin",59,49,1,1,Worst,49,11,0,1,Worst,1,0,0,1,1
R_3MsWORzzmUgnzUG,Low,Prevent,Bad,FL_23|FL_17,42,Male,"White, not of Hispanic origin",93,86,1,1,Worst,67,65,0,1,Worst,1,0,0,1,1
R_2qb0aXc9DpTNiqI,Low,Prevent,Good,FL_17|FL_23,57,Male,"White, not of Hispanic origin",62,81,0,1,Worst,100,81,0,1,Worst,0,0,0,0,0
R_3rJwXMmFQ41TaR6,High,Mitigate,Good,FL_17|FL_23,25,Female,"White, not of Hispanic origin",48,49,1,1,Mitigated,85,56,1,0,Mitigated,1,0,0,1,1
R_3L20oFHUNe3QF57,High,Prevent,Bad,FL_23|FL_17,44,Female,Black/ African American,48,49,1,1,Worst,45,46,1,1,Mitigated,1,1,1,1,0
R_vU2id0lQiZk6FMZ,High,Mitigate,Bad,FL_23|FL_17,43,Female,"White, not of Hispanic origin",60,39,1,1,Worst,91,51,1,1,Worst,1,1,1,1,1
R_3O7Jv7M0UXQO2Fm,High,Mitigate,Bad,FL_17|FL_23,43,Male,"White, not of Hispanic origin",35,47,1,0,Worst,53,55,1,1,Worst,0,1,0,1,1
R_10YEyX5pjQj8yjL,High,Prevent,Bad,FL_17|FL_23,35,Female,"White, not of Hispanic origin",84,50,1,1,Worst,59,52,1,1,Worst,1,1,1,1,1
R_1RgFHhGpETMNqRr,Low,Mitigate,Bad,FL_17|FL_23,35,Female,"White, not of Hispanic origin",61,30,1,1,Worst,72,51,1,0,Worst,1,0,0,1,1
R_yju0O1K6a4RBIn7,Low,Mitigate,Bad,FL_17|FL_23,45,Female,"White, not of Hispanic origin",52,0,0,1,Worst,70,71,1,1,Prevented,0,1,0,1,0
R_AjjnHsfjFpjzwxX,Low,Mitigate,Bad,FL_23|FL_17,27,Female,"White, not of Hispanic origin",40,51,1,0,Worst,25,39,0,1,Worst,0,0,0,1,1
R_25u2qZB4JitzYom,Low,Mitigate,Bad,FL_23|FL_17,20,Female,Hispanic,59,7,1,0,Worst,58,8,0,1,Worst,0,0,0,1,1
R_323exy8t9X0FU7l,Low,Mitigate,Bad,FL_17|FL_23,20,Male,"White, not of Hispanic origin",91,50,1,1,Worst,66,50,1,0,Worst,1,0,0,1,1
R_28AFj0TdsxGbORD,Low,Mitigate,Bad,FL_17|FL_23,44,Male,"White, not of Hispanic origin",56,51,1,1,Worst,60,51,1,1,Worst,1,1,1,1,1
R_1hJZo9nWnQmZXgi,Low,Mitigate,Bad,FL_17|FL_23,29,Female,"White, not of Hispanic origin",69,41,0,1,Worst,49,49,0,0,Worst,0,0,0,1,1
R_UyTIOjcDjrr4CXv,Low,Mitigate,Bad,FL_17|FL_23,54,Female,"White, not of Hispanic origin",92,62,1,0,Worst,92,81,1,1,Worst,0,1,0,1,1
R_1luHjynnc9usZ2x,Low,Mitigate,Good,FL_23|FL_17,48,Male,"White, not of Hispanic origin",71,79,0,0,Mitigated,77,83,1,0,Mitigated,0,0,0,1,1
R_8hPgkhUwP70AB8J,Low,Mitigate,Bad,FL_23|FL_17,22,Male,Asian/ Pacific Islander,51,0,1,0,Worst,19,0,1,1,Mitigated,0,1,0,1,0
R_1fjFcNYJHlT3kGX,Low,Mitigate,Bad,FL_17|FL_23,24,Female,0,74,30,0,1,Worst,83,37,0,1,Worst,0,0,0,1,1
R_1hMPrfAJilhIxRY,Low,Mitigate,Good,FL_23|FL_17,19,Female,"White, not of Hispanic origin",50,50,1,1,Mitigated,17,57,0,1,Mitigated,1,0,0,1,1
R_3EFPY6WS1gtTa6m,Low,Mitigate,Good,FL_23|FL_17,35,Male,"White, not of Hispanic origin",54,53,1,1,Mitigated,69,61,0,1,Mitigated,1,0,0,1,1
R_bHpSKrvxAUSLnMd,Low,Mitigate,Good,FL_23|FL_17,30,Male,Black/ African American,44,64,1,0,Mitigated,0,48,0,1,Mitigated,0,0,0,1,1
R_3nBCapDw4yHOFDR,Low,Mitigate,Bad,FL_23|FL_17,21,Male,Asian/ Pacific Islander,61,68,1,1,Worst,79,73,0,0,Worst,1,0,0,1,1
R_1FFCOmiF6YkKGJQ,Low,Mitigate,Bad,FL_23|FL_17,23,Female,"White, not of Hispanic origin",28,20,1,1,Worst,30,71,1,1,Worst,1,1,1,1,1
R_1mr6LsSbTV3R7Du,Low,Mitigate,Good,FL_23|FL_17,0,0,0,70,50,1,1,Mitigated,84,63,1,1,Mitigated,1,1,1,1,1
R_3oyWkKIZvuuYHbj,Low,Mitigate,Bad,FL_17|FL_23,47,Female,"White, not of Hispanic origin",51,17,1,1,Worst,50,51,0,1,Worst,1,0,0,1,1
R_3fvYGzizAo1S1B6,Low,Mitigate,Bad,FL_17|FL_23,33,Male,"White, not of Hispanic origin",76,51,1,1,Worst,60,50,1,1,Worst,1,1,1,1,1
R_3qIMaIniBqT9xgY,Low,Mitigate,Bad,FL_17|FL_23,45,Male,"White, not of Hispanic origin",62,79,1,1,Mitigated,55,63,1,1,Worst,1,1,1,0,1
R_2654KLjf7vzliNt,High,Mitigate,Bad,FL_17|FL_23,28,Male,"White, not of Hispanic origin",60,11,1,1,Worst,50,31,1,0,Worst,1,0,0,1,1
R_U9Ypp7rrl8u1ieJ,High,Mitigate,Bad,FL_23|FL_17,42,Male,"White, not of Hispanic origin",56,54,0,1,Mitigated,54,62,1,0,Mitigated,0,0,0,0,0
R_TvLCcMURIiY9GcF,Low,Mitigate,Bad,FL_23|FL_17,44,Male,Hispanic,71,3,1,1,Worst,53,51,1,1,Mitigated,1,1,1,1,0
R_2ZKZNjE3lhBVUTH,Low,Mitigate,Good,FL_17|FL_23,46,Male,"White, not of Hispanic origin",68,37,0,1,Mitigated,68,73,0,1,Mitigated,0,0,0,1,1
R_2c5ZKumfpb7UiqI,Low,Mitigate,Good,FL_23|FL_17,55,Female,"White, not of Hispanic origin",76,76,1,1,Prevented,71,69,1,1,Mitigated,1,1,1,0,1
R_1Q5FfojhA0p5ftO,Low,Mitigate,Good,FL_17|FL_23,21,Male,"White, not of Hispanic origin",79,66,1,1,Mitigated,81,79,1,1,Mitigated,1,1,1,1,1
R_3FQiIDsHPvjE5MT,Low,Mitigate,Bad,FL_23|FL_17,46,Female,"White, not of Hispanic origin",89,91,1,0,Mitigated,90,91,0,1,Prevented,0,0,0,0,0
R_qEFdGUo3iPjlRa9,Low,Mitigate,Good,FL_23|FL_17,21,Male,"White, not of Hispanic origin",54,50,1,1,Mitigated,61,50,1,1,Mitigated,1,1,1,1,1
R_22Rd827rcaeB0BA,Low,Mitigate,Good,FL_17|FL_23,32,Female,Hispanic,51,52,1,1,Mitigated,86,61,1,1,Prevented,1,1,1,1,0
R_31RVfVLd1GIA4lT,Low,Prevent,Bad,FL_17|FL_23,31,Male,"White, not of Hispanic origin",100,20,1,1,Worst,100,22,1,1,Worst,1,1,1,1,1
R_25sXbdW5SnkgY7k,High,Mitigate,Bad,FL_23|FL_17,32,Female,"White, not of Hispanic origin",59,0,1,0,Worst,53,31,1,1,Worst,0,1,0,1,1
R_2pMN77CYxcDy24j,Low,Mitigate,Good,FL_17|FL_23,43,Female,"White, not of Hispanic origin",51,50,1,1,Mitigated,66,66,1,0,Mitigated,1,0,0,1,1
R_3dXq2BOo5ZG5Zmt,High,Mitigate,Bad,FL_17|FL_23,30,Female,Asian/ Pacific Islander,52,51,1,1,Worst,58,65,1,1,Worst,1,1,1,1,1
R_Zza6NsjgyfJaioV,Low,Mitigate,Bad,FL_23|FL_17,23,Female,Black/ African American,51,9,0,1,Worst,50,20,0,1,Worst,0,0,0,1,1
R_qPocZ63sNNSXMNH,Low,Mitigate,Good,FL_17|FL_23,32,Male,"White, not of Hispanic origin",79,50,1,1,Worst,100,49,1,1,Mitigated,1,1,1,0,1
R_w6lrQ1bCXVFAUXT,Low,Mitigate,Bad,FL_17|FL_23,37,Male,"White, not of Hispanic origin",50,8,1,1,Worst,80,75,1,0,Mitigated,1,0,0,1,0
R_1JPzlXc0l8XKTcg,Low,Prevent,Bad,FL_23|FL_17,30,Female,"White, not of Hispanic origin",67,31,1,1,Worst,82,9,1,1,Worst,1,1,1,1,1
R_8H6Paiick6jcd8Z,High,Mitigate,Bad,FL_23|FL_17,45,Male,Hispanic,20,19,1,1,Worst,81,50,1,1,Worst,1,1,1,1,1
R_31gulGGIY1koJwt,Low,Mitigate,Bad,FL_23|FL_17,42,Male,"White, not of Hispanic origin",76,84,0,1,Mitigated,79,53,0,1,Mitigated,0,0,0,0,0
R_3NxMau68ZpMUDU2,Low,Mitigate,Good,FL_17|FL_23,30,Female,Hispanic,50,51,1,1,Mitigated,33,45,1,1,Mitigated,1,1,1,1,1
R_22LeTjOPefEdAX8,Low,Mitigate,Bad,FL_17|FL_23,54,Male,"White, not of Hispanic origin",92,19,1,1,Worst,60,28,1,1,Worst,1,1,1,1,1
R_UtqxLIr1X8secb7,Low,Mitigate,Bad,FL_23|FL_17,41,Female,"White, not of Hispanic origin",91,36,1,1,Worst,82,10,0,0,Worst,1,0,0,1,1
R_21cXzKSdVdfSKfu,Low,Prevent,Bad,FL_23|FL_17,28,Female,"White, not of Hispanic origin",72,31,1,1,Worst,76,79,1,1,Worst,1,1,1,1,1
R_2fKjhUxi8fzj0El,High,Mitigate,Bad,FL_23|FL_17,24,0,0,9,1,1,1,Worst,1,0,1,1,Mitigated,1,1,1,1,0
