ResponseId,Risk,Outcome,Causal,RandOrder,age,gender,race/eth,DamPre_1,DamPost_1,DRiskCheck,DOutcomeCheck,DCauseExploratory,FirePre_1,FirePost_1,FireRiskCheck,FireOutcomeCheck,FireCauseExp,DamGNG,FireGNG,OverallGNG,DamCauseMatch,FireCauseMatch,FireOutcome2
R_qxeBwsEvPb0RlRf,Low,Good,Causal,FL_8,42,Female,"White, not of Hispanic origin",50,52,1,1,Yes,100,40,1,1,No,1,1,1,1,0,1
R_10ud1uQtddy0EV5,High,Good,Causal,FL_12,20,Female,"White, not of Hispanic origin",66,53,1,1,Yes,26,52,1,1,Yes,1,1,1,1,1,1
R_zYdJQFbNcCiBNwR,Low,Bad,Causal,FL_10,22,Male,Asian/ Pacific Islander,100,100,1,1,Yes,57,41,1,1,Yes,1,1,1,1,1,1
R_0DjLW2FeGixckSt,Low,Bad,NC,FL_11,25,Male,"White, not of Hispanic origin",51,46,1,1,No,83,83,0,0,No,1,0,0,1,1,1
R_29UIuiDiu7HORod,High,Good,Causal,FL_12,56,Female,"White, not of Hispanic origin",57,51,1,1,Yes,81,60,1,1,Yes,1,1,1,1,1,1
R_VI7HKB4WWY816g1,Low,Good,Causal,FL_8,57,Female,"White, not of Hispanic origin",100,83,1,1,Not sure,78,74,1,1,No,1,1,1,0,0,1
R_sUxPMYCysFWLalH,Low,Bad,Causal,FL_10,43,Male,"White, not of Hispanic origin",71,51,1,0,Yes,60,56,0,1,Yes,0,0,0,1,1,1
R_2CDRETNoVpyJt8R,Low,Bad,NC,FL_11,31,Male,Asian/ Pacific Islander,100,100,1,0,No,47,50,1,1,No,0,1,0,1,1,1
R_3KpaQSxR31miUqz,Low,Bad,Causal,FL_10,26,Nonbinary,"White, not of Hispanic origin",81,81,1,1,Yes,71,72,1,1,No,1,1,1,1,0,1
R_3HzSSnHtdTVy7cd,Low,Good,Causal,FL_8,32,Female,"White, not of Hispanic origin",81,56,1,1,Yes,71,71,1,1,Yes,1,1,1,1,1,1
R_2DTXMZA7EvTvcHq,High,Bad,NC,FL_15,22,Male,"White, not of Hispanic origin",61,29,1,1,No,40,50,1,1,No,1,1,1,1,1,1
R_02mW1pshpgvViGl,Low,Good,NC,FL_9,31,Female,"White, not of Hispanic origin",99,96,1,1,No,100,100,1,1,No,1,1,1,1,1,1
R_1dhvKASV2AAdmVc,High,Good,Causal,FL_12,22,Female,"White, not of Hispanic origin",100,51,0,1,Yes,100,99,0,0,No,0,0,0,1,0,0
R_uvKPspAUc0FTFZL,Low,Bad,NC,FL_11,77,Female,"White, not of Hispanic origin",62,20,1,0,Yes,82,83,1,0,Yes,0,0,0,0,0,1
R_1OWd1kQ984eZMfU,High,Good,Causal,FL_12,28,Female,Hispanic,36,51,1,1,Yes,0,0,1,0,Yes,1,0,0,1,1,0
R_1CsBU5HmsQ2n1sE,High,Bad,NC,FL_15,32,Female,"White, not of Hispanic origin",50,50,1,1,No,19,19,1,1,No,1,1,1,1,1,1
R_picMoyGD1eMP8EV,Low,Good,Causal,FL_8,26,Male,"White, not of Hispanic origin",71,50,1,1,Not sure,71,50,1,1,Not sure,1,1,1,0,0,1
R_3P4ZPfzhItKF01C,Low,Bad,NC,FL_11,22,Female,"White, not of Hispanic origin",100,93,1,1,Yes,83,88,1,0,No,1,0,0,0,1,1
R_2XaNaNI4BMVhLT2,High,Good,Causal,FL_12,25,Female,"White, not of Hispanic origin",56,57,1,1,Yes,51,58,1,1,Yes,1,1,1,1,1,1
R_1rcxK9bf9oUHpU0,Low,Good,NC,FL_9,25,Female,"White, not of Hispanic origin",92,93,1,1,No,82,82,0,1,Yes,1,0,0,1,0,1
R_3EEeg4ufgbqpFVw,High,Bad,NC,FL_15,31,Male,"Black/ African American,White, not of Hispanic origin",40,19,1,1,Not sure,19,19,1,1,No,1,1,1,0,1,1
R_11ijFNmoAgOajWE,High,Good,Causal,FL_12,31,Female,"Black/ African American,Hispanic",50,40,1,1,Yes,30,19,1,0,No,1,0,0,1,0,0
R_2SdxFIFwoCsu06D,High,Bad,NC,FL_15,27,Male,"White, not of Hispanic origin",51,36,1,1,Yes,78,74,1,1,No,1,1,1,0,1,1
R_2rUvMCj8bJDHpXf,Low,Bad,NC,FL_11,24,Female,Asian/ Pacific Islander,93,100,1,0,Yes,50,72,1,1,Not sure,0,1,0,0,0,1
R_xtsY737G7qL1V4J,Low,Good,Causal,FL_8,55,Male,"White, not of Hispanic origin",96,71,1,1,Not sure,75,63,1,1,Yes,1,1,1,0,1,1
R_Xtu7pVx2tqI4rL3,Low,Good,NC,FL_9,23,Female,"White, not of Hispanic origin",8,9,1,1,Not sure,10,9,1,1,Not sure,1,1,1,0,0,1
R_11Y240v9z2TwkKp,Low,Bad,NC,FL_11,37,Female,"White, not of Hispanic origin",68,79,1,1,Yes,82,78,1,1,No,1,1,1,0,1,1
R_1ibvbYtR4opInH3,Low,Bad,Causal,FL_10,18,Female,"White, not of Hispanic origin",61,51,1,1,Yes,72,55,1,1,Not sure,1,1,1,1,0,1
R_2sc2HTkGsuBNCrl,Low,Good,Causal,FL_8,32,Male,"Asian/ Pacific Islander,White, not of Hispanic origin",0,34,1,1,Yes,14,19,1,1,No,1,1,1,1,0,1
R_3OpukcKl3wzkHhW,Low,Bad,Causal,FL_10,36,Male,Black/ African American,45,51,0,1,Yes,46,44,0,0,Yes,0,0,0,1,1,1
R_3D7tBUjZbfsdW7U,High,Bad,Causal,FL_14,23,Female,Asian/ Pacific Islander,50,19,1,1,Not sure,100,71,1,1,Yes,1,1,1,0,1,1
R_2RPrGrcG5xuYggF,High,Bad,NC,FL_15,23,Female,"Asian/ Pacific Islander,Black/ African American",52,52,1,0,No,100,100,1,1,Not sure,0,1,0,1,0,1
R_2riLph6FL78mED6,High,Good,NC,FL_13,35,Female,"White, not of Hispanic origin",52,34,1,1,Yes,90,97,1,1,Not sure,1,1,1,0,0,1
R_ThzUQM0bNW2zpXX,Low,Good,NC,FL_9,26,Self-identified/other,"White, not of Hispanic origin",86,86,1,1,No,100,100,1,1,No,1,1,1,1,1,1
R_BXK7nagnDl2xbY5,Low,Bad,NC,FL_11,23,Female,Black/ African American,87,100,1,0,Yes,100,100,1,0,No,0,0,0,0,1,1
R_2qeEklyzch9ZoWu,Low,Good,Causal,FL_8,29,Male,"White, not of Hispanic origin",92,71,1,1,No,81,71,1,1,No,1,1,1,0,0,1
R_1M5GpCFtA4PQItP,High,Good,NC,FL_13,18,Male,Asian/ Pacific Islander,50,76,1,1,No,95,96,1,1,Yes,1,1,1,1,0,1
R_YSxNXUQNzevGcO5,High,Bad,NC,FL_15,21,Male,Hispanic,40,40,1,1,No,81,81,1,1,No,1,1,1,1,1,1
R_8wVXQNbciagl7rP,Low,Bad,NC,FL_11,24,Female,"White, not of Hispanic origin",81,51,1,0,No,95,40,1,1,No,0,1,0,1,1,1
R_tEULXCpH3K22O8F,High,Good,Causal,FL_12,57,Male,"White, not of Hispanic origin",52,50,1,1,Not sure,60,50,1,0,Not sure,1,0,0,0,0,0
R_xgCTOmfAVxuuYqB,High,Good,Causal,FL_12,27,Female,Black/ African American,49,58,1,1,Yes,65,70,1,1,Yes,1,1,1,1,1,1
R_3NLmacoZI9UIIcD,Low,Bad,Causal,FL_10,21,Male,"White, not of Hispanic origin",80,82,1,1,Yes,71,68,1,1,No,1,1,1,1,0,1
R_1QFwX4lNyEHMZ8r,Low,Bad,Causal,FL_10,20,Male,"Asian/ Pacific Islander,White, not of Hispanic origin",30,9,0,1,Yes,83,51,1,1,No,0,1,0,1,0,1
R_3Pcp49S3IstCuMR,Low,Good,NC,FL_9,32,Male,"White, not of Hispanic origin",100,100,1,1,No,60,50,0,1,Yes,1,0,0,1,0,1
R_2alsYFQLHwJpweZ,Low,Good,Causal,FL_8,23,Male,"White, not of Hispanic origin",81,50,0,1,Yes,30,17,1,1,Yes,0,1,0,1,1,1
R_u830CeOlnmfjvgZ,High,Good,NC,FL_13,20,Female,Hispanic,71,60,1,1,No,88,91,1,1,Not sure,1,1,1,1,0,1
R_3sKjTRNLdXpnxQt,High,Bad,NC,FL_15,34,Male,"White, not of Hispanic origin",49,19,1,1,Not sure,70,78,1,1,No,1,1,1,0,1,1
R_33ma8ew3ir219VG,Low,Good,NC,FL_9,19,Male,Asian/ Pacific Islander,93,92,1,1,No,90,93,1,1,No,1,1,1,1,1,1
R_2BaH9BXy8ePl3VW,High,Bad,Causal,FL_14,19,Male,Asian/ Pacific Islander,40,19,1,1,Not sure,76,13,1,1,Not sure,1,1,1,0,0,1
R_BK9BTFXwfM2uHMR,Low,Bad,NC,FL_11,19,Female,Black/ African American,100,39,1,1,Yes,81,27,1,1,Not sure,1,1,1,0,0,1
R_u9uJmne4BRWtxvj,Low,Good,Causal,FL_8,40,Male,"White, not of Hispanic origin",85,59,1,1,No,80,81,1,1,No,1,1,1,0,0,1
R_3DhD0cvj8UmRUuS,High,Good,Causal,FL_12,43,Male,"White, not of Hispanic origin",57,52,1,1,Yes,91,83,1,1,Not sure,1,1,1,1,0,1
R_128Yp8exwdMFv9T,Low,Good,Causal,FL_8,23,Female,Black/ African American,70,51,1,1,Yes,85,66,1,1,Yes,1,1,1,1,1,1
R_Tbz21Ltndkn6rPH,Low,Good,NC,FL_9,28,Male,Hispanic,81,50,1,1,No,97,97,1,1,No,1,1,1,1,1,1
R_9RHRevROGwUU7W9,Low,Bad,Causal,FL_10,34,Female,"White, not of Hispanic origin",100,51,1,1,Yes,99,51,1,1,No,1,1,1,1,0,1
R_vHO0dXFwF13ihe9,High,Good,Causal,FL_12,59,Female,"White, not of Hispanic origin",50,50,1,1,Yes,50,50,1,1,No,1,1,1,1,0,1
R_bOskKpCkVNyM7U5,High,Bad,Causal,FL_14,48,Male,"White, not of Hispanic origin",72,61,1,1,Yes,71,58,1,1,Yes,1,1,1,1,1,1
R_3iEe7ZV2Ch2qADG,High,Bad,Causal,FL_14,28,Female,"White, not of Hispanic origin",50,1,1,1,Not sure,70,9,1,1,Yes,1,1,1,0,1,1
R_1IN1zKe8JI8hXVo,High,Good,NC,FL_13,52,Female,"White, not of Hispanic origin",50,51,1,1,No,82,93,1,1,No,1,1,1,1,1,1
R_1CBeazc7gS3TFgg,Low,Good,NC,FL_9,42,Male,Black/ African American,100,40,1,1,No,100,60,1,1,Not sure,1,1,1,1,0,1
R_3HMHMZwpr6UwZ5C,High,Good,Causal,FL_12,32,Male,"White, not of Hispanic origin",50,49,1,1,Yes,54,47,1,1,Yes,1,1,1,1,1,1
R_2ahPR5ppcYKalIe,Low,Bad,Causal,FL_10,37,Male,"White, not of Hispanic origin",51,58,1,1,Not sure,40,30,1,1,Yes,1,1,1,0,1,1
R_1DvRvAkJmLf6TlY,Low,Bad,NC,FL_11,27,Male,"Black/ African American,Hispanic",71,100,1,0,Yes,51,31,0,1,No,0,0,0,0,1,1
R_1mygsrAVR78pNek,High,Good,Causal,FL_12,29,Male,"White, not of Hispanic origin",50,50,1,1,Yes,18,50,1,1,Yes,1,1,1,1,1,1
R_1OH1epZspETJEal,Low,Good,Causal,FL_8,21,Male,Black/ African American,26,94,1,1,No,17,77,1,1,Not sure,1,1,1,0,0,1
R_XnpAsnwSVARvsAN,High,Good,NC,FL_13,23,Female,"White, not of Hispanic origin",50,70,1,1,Not sure,63,74,1,1,No,1,1,1,0,1,1
R_2YWknGC9ItdBj08,High,Bad,NC,FL_15,46,Female,"White, not of Hispanic origin",53,54,1,1,No,82,87,1,0,No,1,0,0,1,1,1
R_D0RGFmuOm8i6yad,High,Bad,NC,FL_15,27,Female,Asian/ Pacific Islander,75,51,1,1,Not sure,29,30,1,1,Not sure,1,1,1,0,0,1
R_1LeC8QIXE7p9QJS,Low,Good,NC,FL_9,32,Male,Asian/ Pacific Islander,82,82,1,1,No,50,50,1,1,No,1,1,1,1,1,1
R_31T3AzbAOfk9mV5,Low,Good,Causal,FL_8,24,Male,Asian/ Pacific Islander,72,60,1,1,No,36,50,1,1,Not sure,1,1,1,0,0,1
R_1femvv6BYQGDHPZ,High,Bad,Causal,FL_14,41,Female,"White, not of Hispanic origin",62,55,1,1,No,81,82,1,1,No,1,1,1,0,0,1
R_xz7ih5dalmjgN21,High,Good,NC,FL_13,42,Male,"White, not of Hispanic origin",51,49,1,1,Not sure,47,60,1,1,Not sure,1,1,1,0,0,1
R_71wZ2J6zYv23FcZ,Low,Bad,NC,FL_11,36,Male,"White, not of Hispanic origin",73,51,1,1,No,29,34,0,1,No,1,0,0,1,1,1
R_1PRfnB6T49sWNsx,High,Good,NC,FL_13,0,Male,0,72,80,1,1,No,82,51,0,1,Not sure,1,0,0,1,0,1
R_1pyuMKDebAST7dl,Low,Bad,Causal,FL_10,23,Male,"White, not of Hispanic origin",94,80,1,1,Yes,97,69,1,1,No,1,1,1,1,0,1
R_3GBefpfhFbmBetL,Low,Bad,Causal,FL_10,39,Female,Other (please specify),20,7,0,1,No,50,52,0,1,No,0,0,0,0,0,1
R_0JMR27VhtBVcXtL,Low,Good,NC,FL_9,50,Female,"White, not of Hispanic origin",90,91,1,1,No,63,89,1,0,Yes,1,0,0,1,0,0
R_dp7BWGHnC5NZIxX,Low,Bad,NC,FL_11,36,Female,"White, not of Hispanic origin",48,52,1,1,No,89,84,0,1,No,1,0,0,1,1,1
R_3JmiJHRVK99E7bw,High,Bad,Causal,FL_14,24,Female,"Asian/ Pacific Islander,White, not of Hispanic origin,Hispanic",53,48,1,1,Not sure,56,50,1,1,No,1,1,1,0,0,1
R_xscdsQFxEqV3YjL,High,Bad,NC,FL_15,42,Female,"White, not of Hispanic origin",60,60,1,1,No,81,87,1,1,No,1,1,1,1,1,1
R_1GJ8utZM0xIruSt,High,Bad,Causal,FL_14,24,Male,Asian/ Pacific Islander,50,46,1,1,Yes,56,51,1,1,No,1,1,1,1,0,1
R_XHUrQCGNgr2Yrf3,Low,Good,NC,FL_9,23,Female,Black/ African American,76,76,1,1,No,100,81,1,1,Not sure,1,1,1,1,0,1
R_31EQMX0TV1Y2Aak,High,Good,NC,FL_13,39,Female,"White, not of Hispanic origin",66,67,1,1,No,81,81,1,1,No,1,1,1,1,1,1
R_1Hk1XLh3zpOTHfU,Low,Good,Causal,FL_8,21,Female,Black/ African American,90,73,1,1,Not sure,88,72,1,1,Not sure,1,1,1,0,0,1
R_6zXISKYIoZIN8jv,High,Bad,NC,FL_15,20,Male,"American Indian/ Alaska Native,White, not of Hispanic origin",50,38,1,0,Not sure,37,37,1,0,Yes,0,0,0,0,0,1
R_Q6TkOKTfTyT4x6F,High,Good,Causal,FL_12,22,Female,"White, not of Hispanic origin",50,50,1,1,Yes,86,65,1,1,Yes,1,1,1,1,1,1
R_11YHp6QyM1Nk9dp,Low,Bad,NC,FL_11,18,Male,"White, not of Hispanic origin",71,50,1,1,Not sure,92,71,1,0,No,1,0,0,0,1,1
R_2znJmakiWhGC1rY,Low,Bad,NC,FL_11,18,Male,Asian/ Pacific Islander,92,51,1,1,Not sure,70,71,0,1,No,1,0,0,0,1,1
R_1db1J3S6rQo0EOm,Low,Bad,NC,FL_11,26,Male,"White, not of Hispanic origin",70,18,1,0,No,80,41,1,1,Not sure,0,1,0,1,0,1
R_1djdPzHiAXNZaFD,Low,Bad,NC,FL_11,26,Female,"White, not of Hispanic origin",100,52,1,1,No,100,100,1,0,No,1,0,0,1,1,1
R_3EgaPHNBBqwgW2d,Low,Bad,NC,FL_11,27,Female,"White, not of Hispanic origin",91,40,1,1,No,61,40,1,1,No,1,1,1,1,1,1
R_3CrEZrYDtixVaz7,Low,Bad,NC,FL_11,27,Female,Asian/ Pacific Islander,97,90,1,0,No,67,75,0,1,Yes,0,0,0,1,0,1
R_3MMAwYlVdPqJkGY,Low,Bad,Causal,FL_10,29,Female,"White, not of Hispanic origin",86,100,1,1,Not sure,100,57,1,1,No,1,1,1,0,0,1
R_2ctru7py3GnTPHZ,Low,Bad,NC,FL_11,23,Male,"White, not of Hispanic origin",27,42,1,1,Not sure,52,26,0,1,No,1,0,0,0,1,1
R_eA2ruJsaoq15SNj,Low,Bad,Causal,FL_10,29,Female,"White, not of Hispanic origin",58,35,1,1,Yes,65,42,1,1,Not sure,1,1,1,1,0,1
R_1LBcZnO01jLUS6S,Low,Bad,Causal,FL_10,39,Male,"White, not of Hispanic origin",99,97,0,0,No,83,78,1,1,No,0,1,0,0,0,1
R_exOPDMKveskXSvL,Low,Bad,Causal,FL_10,22,Male,"White, not of Hispanic origin",85,85,0,1,Yes,71,71,0,1,Yes,0,0,0,1,1,1
R_1rqCQ1h1iGm3vLn,High,Good,Causal,FL_12,32,Male,"White, not of Hispanic origin,Hispanic",72,40,1,1,Yes,71,49,1,1,Yes,1,1,1,1,1,1
R_OwyZskJCbvNN4wV,Low,Bad,NC,FL_11,29,Female,"White, not of Hispanic origin",89,92,1,1,No,91,93,1,0,No,1,0,0,1,1,1
R_11i5RrIcKRzbeDf,High,Good,Causal,FL_12,20,Male,Hispanic,63,63,1,1,Yes,47,65,1,1,Yes,1,1,1,1,1,1
R_1pPUKlmoaVFsR9t,Low,Bad,NC,FL_11,35,Female,"White, not of Hispanic origin",78,77,1,1,Not sure,88,88,1,1,No,1,1,1,0,1,1
R_5tkOfJWawCbUK6l,Low,Bad,NC,FL_11,37,Female,"White, not of Hispanic origin",83,52,1,1,No,81,81,1,0,Not sure,1,0,0,1,0,1
R_3qXcBW6BAPXaeWN,Low,Bad,NC,FL_11,28,Female,"White, not of Hispanic origin",93,92,1,1,Yes,50,52,0,1,No,1,0,0,0,1,1
R_31oVMiYWalOZRh4,Low,Bad,Causal,FL_10,40,Male,"White, not of Hispanic origin",22,57,0,1,Not sure,64,48,1,1,Yes,0,1,0,0,1,1
R_vwATR6BaSqodgIN,Low,Good,NC,FL_9,23,Female,"White, not of Hispanic origin",34,13,1,1,No,9,15,0,1,No,1,0,0,1,1,1
R_2y2Q8TPufKeTis7,High,Bad,NC,FL_15,22,Female,"White, not of Hispanic origin",64,66,1,1,Yes,61,69,1,1,Yes,1,1,1,0,0,1
R_30bLJZGUN9515uZ,High,Good,Causal,FL_12,28,Male,Asian/ Pacific Islander,51,52,1,1,Yes,81,61,1,1,No,1,1,1,1,0,1
R_1KkdDQelpkVHDYM,Low,Good,Causal,FL_8,30,Male,Asian/ Pacific Islander,91,71,1,1,No,45,50,1,0,Yes,1,0,0,0,1,0
R_1medv9lgAy6DZBH,Low,Bad,NC,FL_11,50,Male,"White, not of Hispanic origin",50,51,1,1,No,81,81,1,1,No,1,1,1,1,1,1
R_2wS9eS7Jr8NoQy6,High,Bad,NC,FL_15,30,Male,Asian/ Pacific Islander,50,50,1,1,No,82,81,1,0,No,1,0,0,1,1,1
R_11gsHkLqfdGJ8h4,Low,Bad,Causal,FL_10,21,Male,"White, not of Hispanic origin,Hispanic",71,19,1,1,Yes,53,52,1,1,Not sure,1,1,1,1,0,1
R_1rOXHziX1Hk3eKW,High,Bad,NC,FL_15,26,Male,"White, not of Hispanic origin",53,58,1,1,No,75,40,1,1,No,1,1,1,1,1,1
R_1IYKM7aD5YslsaI,High,Good,Causal,FL_12,50,Male,"White, not of Hispanic origin",55,54,1,0,Yes,59,54,1,0,Not sure,0,0,0,1,0,0
R_rjBLN7uoViiDTb3,High,Good,Causal,FL_12,22,Male,"American Indian/ Alaska Native,White, not of Hispanic origin",60,50,1,1,Yes,81,69,1,1,Yes,1,1,1,1,1,1
R_3g0B8R3YJGziuRE,Low,Bad,Causal,FL_10,29,Male,"American Indian/ Alaska Native,Black/ African American,White, not of Hispanic origin",60,50,1,1,Not sure,51,4,1,1,No,1,1,1,0,0,1
R_2vbKEB2FKCdPVAr,Low,Bad,NC,FL_11,18,Male,"White, not of Hispanic origin",86,85,1,1,Yes,54,40,0,1,No,1,0,0,0,1,1
R_2ONkBVxFjK15xw7,Low,Bad,NC,FL_11,32,Male,"White, not of Hispanic origin",100,100,1,1,Yes,81,100,0,1,No,1,0,0,0,1,1
R_2VjBHO6htQfo0Pz,Low,Bad,NC,FL_11,46,Male,"White, not of Hispanic origin",85,51,1,1,Yes,91,92,1,0,Yes,1,0,0,0,0,1
R_2fHARjwdclUISLu,Low,Bad,NC,FL_11,30,Male,Asian/ Pacific Islander,40,81,1,1,Yes,61,70,0,1,Yes,1,0,0,0,0,1
R_UYD56MstrfJfGBr,Low,Bad,Causal,FL_10,26,Female,"White, not of Hispanic origin",62,45,1,1,Yes,88,17,1,1,Yes,1,1,1,1,1,1
R_2PvaHeTgxAJQtu3,Low,Bad,Causal,FL_10,41,Male,"White, not of Hispanic origin",100,100,1,1,No,100,100,1,1,No,1,1,1,0,0,1
R_2RX13Ji4Pkof1Z4,Low,Bad,NC,FL_11,42,Female,"White, not of Hispanic origin",100,100,1,1,No,100,100,1,1,No,1,1,1,1,1,1
R_YXk2sKSKioySz3X,Low,Bad,NC,FL_11,30,Female,"White, not of Hispanic origin",100,72,0,1,Yes,81,0,1,0,Yes,0,0,0,0,0,1
R_25Nqg9xbVsaGP9o,Low,Bad,Causal,FL_10,27,Female,"White, not of Hispanic origin",81,81,1,1,Yes,61,29,0,1,No,1,0,0,1,0,1
R_3n3vrcHoJ3NfiUx,Low,Good,NC,FL_9,32,Female,Asian/ Pacific Islander,70,71,1,1,No,82,93,1,1,Yes,1,1,1,1,0,1
R_2XakXH1atWA1dmk,Low,Bad,NC,FL_11,27,Female,"White, not of Hispanic origin",91,49,1,1,Not sure,59,60,1,0,No,1,0,0,0,1,1
R_A04Hh2zziTrEoDf,High,Bad,NC,FL_15,18,Female,Asian/ Pacific Islander,18,30,1,1,Yes,50,40,1,1,No,1,1,1,0,1,1
R_do2jTIYXpwycwa5,Low,Good,NC,FL_9,35,Female,Hispanic,81,72,1,1,Not sure,60,49,1,1,No,1,1,1,0,1,1
R_2WuIRNAzECLBUQm,Low,Good,Causal,FL_8,28,Female,"White, not of Hispanic origin",92,61,1,1,Yes,86,87,1,1,Not sure,1,1,1,1,0,1
R_3QssguZnnh8cSCB,Low,Bad,NC,FL_11,29,Female,"White, not of Hispanic origin",100,100,1,1,No,71,91,0,1,No,1,0,0,1,1,1
R_2b1KPwnQvgCtsWM,Low,Bad,Causal,FL_10,22,Male,"White, not of Hispanic origin",29,65,1,0,Yes,68,45,0,1,No,0,0,0,1,0,1
R_3noXkL88pxUlgEK,Low,Bad,NC,FL_11,26,Male,"White, not of Hispanic origin",50,50,1,1,Not sure,51,51,1,1,No,1,1,1,0,1,1
R_2VlpOsPfLB0lece,Low,Bad,NC,FL_11,21,Female,"White, not of Hispanic origin",69,57,1,1,Not sure,84,77,1,1,No,1,1,1,0,1,1
R_2urO3JJrf9jvJRz,Low,Bad,NC,FL_11,29,Female,"White, not of Hispanic origin",81,87,1,1,Yes,67,49,1,1,Not sure,1,1,1,0,0,1
R_3DbvsMZuksBzMIv,Low,Bad,NC,FL_11,41,Female,Hispanic,93,37,1,1,No,83,70,0,1,No,1,0,0,1,1,1
R_1PSkfNT4gUIpRtz,Low,Bad,NC,FL_11,24,Male,"White, not of Hispanic origin",92,92,1,1,No,61,81,1,1,Yes,1,1,1,1,0,1
R_32Jjoxzk5EvsncD,Low,Bad,NC,FL_11,36,Female,"White, not of Hispanic origin",80,92,0,0,Not sure,71,81,0,1,No,0,0,0,0,1,1
R_ykxNiQb8gXKZ9YJ,Low,Bad,NC,FL_11,24,Male,Asian/ Pacific Islander,92,71,1,1,No,92,92,1,0,No,1,0,0,1,1,1
R_3iqZjAWzDC1VtZZ,Low,Bad,Causal,FL_10,46,Female,"White, not of Hispanic origin",59,75,1,0,Yes,68,70,1,0,No,0,0,0,1,0,1
R_26hfjYBKpNPIOqq,Low,Bad,Causal,FL_10,32,Female,"White, not of Hispanic origin",92,11,1,1,Yes,60,42,0,1,Not sure,1,0,0,1,0,1
R_2sYkdWvo4X8WHcx,Low,Bad,NC,FL_11,25,Nonbinary,"White, not of Hispanic origin,Other (please specify)",82,51,1,1,No,81,100,1,1,No,1,1,1,1,1,1
R_9LYTbmc7Qipb1AZ,Low,Bad,NC,FL_11,28,Female,"White, not of Hispanic origin",51,50,1,1,No,51,51,1,1,No,1,1,1,1,1,1
R_D629nZZORx4arsJ,Low,Bad,Causal,FL_10,36,Female,"White, not of Hispanic origin",88,62,1,1,No,72,72,1,1,No,1,1,1,0,0,1
R_3D7TEH1w6iYCjiy,Low,Bad,Causal,FL_10,33,Male,"White, not of Hispanic origin",71,14,1,1,Yes,68,14,1,1,No,1,1,1,1,0,1
R_25Tm5PPKnAETuUe,Low,Bad,NC,FL_11,23,Female,"White, not of Hispanic origin",55,29,1,1,Yes,50,50,1,0,Yes,1,0,0,0,0,1
R_1rcft8ClGtJmSCv,Low,Bad,NC,FL_11,23,Female,Hispanic,100,57,1,1,Not sure,79,77,0,0,No,1,0,0,0,1,1
R_2tJ68zwrLtYku2V,Low,Bad,NC,FL_11,23,Male,"White, not of Hispanic origin",70,51,1,1,No,41,49,1,1,No,1,1,1,1,1,1
